-9236906,512;4985113,462;Avita Health System - Bucyrus Hospital;1806102;CRAWFORD;OH;Hospital
-10009505,59;4292778,202;Great River Medical Center;2733211;MISSISSIPPI;AR;Hospital
-10255370,04;4146644,453;North Metro Medical Center;2733212;PULASKI;AR;Hospital
-10286250,23;4117445,027;Allegiance Specialty Hospital of Little Rock;2733213;PULASKI;AR;Hospital
-10162256,4;3936032,391;Southeast Rehabilitation Hospital;2733214;CHICOT;AR;Hospital
-10286247,02;4117416,521;Southwest Regional Medical Center;2733215;PULASKI;AR;Hospital
-10185346,92;4344061,034;Baptist Memorial Hospital;66151;SHARP;AR;Hospital
-7966891,053;5202488,212;Whittier Rehabilitation Hospital-Westborough;2345032;WORCESTER;MA;Hospital
-10484423,23;4343170,031;Mercy Hospital Northwest Arkansas;2733204;BENTON;AR;Hospital
-10435398,18;4313643,171;Boston Mountain Rural Health;2733205;MADISON;AR;Hospital
-10484865,53;4315552,514;Springwoods Behavioral Health Center Hospital;2733206;WASHINGTON;AR;Hospital
-10478954,75;4317330,188;Physicians Specialty Hospital;2733207;WASHINGTON;AR;Hospital
-10481814,85;4311718,269;Veterans Health Care Systems of the Ozarks;2733208;WASHINGTON;AR;Hospital
-10370259,08;4193862,867;River Valley Medical Center;2733209;YELL;AR;Hospital
-10211496,76;4195687,165;White County Medical Center South Campus;2733210;WHITE;AR;Hospital
-9492724,982;5671174,824;Charlevoix Area Hospital;2368835;CHARLEVOIX;MI;Hospital
-9257901,305;5228199,719;Henry Ford Kingswood Hospital;2345194;OAKLAND;MI;Hospital
-9344158,057;5254052,509;McPherson Community Hospital;2345411;LIVINGSTON;MI;Hospital
-8450729,814;5460017,853;Samaritan Medical Center;2364281;JEFFERSON;NY;Hospital
-10024779,26;4910409,273;Mason District Hospital;1821485;MASON;IL;Hospital
-10475715,95;5137330,595;Family Eye Clinic of Perry;1996322;DALLAS;IA;Hospital
-8916772,201;4955627,486;Children's Hospital of Pittsburgh North;2374049;ALLEGHENY;PA;Hospital
-10359040,74;4098665,322;Saint Joseph Hospital;78245;GARLAND;AR;Hospital
-12315038,53;3843734,446;San Manuel Copper Hospital;41804;PINAL;AZ;Hospital
-9087054,695;5055630,77;Brecksville Veterans Administration Hospital;1072948;CUYAHOGA;OH;Hospital
-10466341,2;3951276,382;Saint Louis Southwestern Railway Hospital;81876;MILLER;AR;Hospital
-9663074,957;3962395,739;Children's Hospital of Alabama Main Campus;116047;JEFFERSON;AL;Hospital
-9506864,295;3884264,76;Batson Memorial Sanitarium;113570;CHAMBERS;AL;Hospital
-9591348,397;4058606,422;Marshall Medical Center South;114632;MARSHALL;AL;Hospital
-9744495,489;3924060,27;Bryce Hospital;115097;TUSCALOOSA;AL;Hospital
-9654753;3968378,838;Hill Crest Behavioral Health Services;120123;JEFFERSON;AL;Hospital
-10909600,24;5028180,224;Litzenberg Memorial County Hospital;1881283;MERRICK;NE;Hospital
-10688905,38;5059936,7;CHI Health - Immanuel Medical Center;1899432;DOUGLAS;NE;Hospital
-9502162,438;3662316,449;Crippled Children Clinic;116874;HOUSTON;AL;Hospital
-9513005,045;3663632,592;Flowers Hospital Center for Metabolic and Weight Loss Surgery;118453;HOUSTON;AL;Hospital
-9578750,748;4118080,881;Highlands Medical Center;120764;JACKSON;AL;Hospital
-9661326,905;3962877,228;Saint Vincent's Hospital Birmingham;126221;JEFFERSON;AL;Hospital
-9661417,426;3962245,116;Highland Baptist Hospital;120074;JEFFERSON;AL;Hospital
-9766894,258;3754291,258;Thomasville Hospital;133719;CLARKE;AL;Hospital
-9506367,877;3662280,246;Moody Hospital;122973;HOUSTON;AL;Hospital
-9773697,905;3804456,694;Marengo County Hospital;122280;MARENGO;AL;Hospital
-9506336,941;3661484,754;Houston County Health Center;132315;HOUSTON;AL;Hospital
-9718168,914;3763068,444;J Paul Jones Hospital;138496;WILCOX;AL;Hospital
-9464530,238;3826466,444;Cobb Memorial Hospital;133225;RUSSELL;AL;Hospital
-9532471,671;3691560,229;Dale Medical Center;133476;DALE;AL;Hospital
-9503430,244;3658303,326;Wiregrass Comprehensive Mental Health Center;132437;HOUSTON;AL;Hospital
-9580617,008;4119625,69;Tri-Counties Tuberculosis Sanatorium;128066;JACKSON;AL;Hospital
-8604076,122;4482123,631;John Randolph Medical Center;1739719;HOPEWELL (CITY);VA;Hospital
-9176848,115;4638862,185;River Park Hospital;1740387;CABELL;WV;Hospital
-9507201,087;3847470,408;East Alabama Medical Center;138152;LEE;AL;Hospital
-9581958,751;3688484,822;Elba General Hospital;135323;COFFEE;AL;Hospital
-9687824,925;3817305,287;King Memorial Hospital;144593;DALLAS;AL;Hospital
-9688536,134;3816096,662;Alabama Baptist Hospital;144515;DALLAS;AL;Hospital
-9608261,568;4074185,553;Guntersville Hospital;139394;MARSHALL;AL;Hospital
-9628732,71;4070965,714;Arab Hospital;139326;MARSHALL;AL;Hospital
-9537292,086;3819466,918;Macon County Hospital;137122;MACON;AL;Hospital
-9591470,247;4058468,551;Boaz Nursing Home;139347;MARSHALL;AL;Hospital
-9604086,864;4067372,203;Marshall County Nursing Home;139431;MARSHALL;AL;Hospital
-9564969,24;4022699,907;Coosa Valley Convalesent Center;140507;ETOWAH;AL;Hospital
-9763681,165;4075422,007;Phil Campbell Medical Clinic;136242;FRANKLIN;AL;Hospital
-9814733,063;3865384,054;Black Belt Community Health Center;134090;SUMTER;AL;Hospital
-9584851,379;3813423,684;Mount Meigs Medical and Diagnostic Center;142733;MONTGOMERY;AL;Hospital
-9747320,885;3923227,006;Indian Rivers Community Mental Health Center;148273;TUSCALOOSA;AL;Hospital
-9628534,411;3671250,233;Andalusia Regional Hospital;143030;COVINGTON;AL;Hospital
-9764794,661;4097164,947;Humana Hospital Russellville;143058;FRANKLIN;AL;Hospital
-9541622,793;4089999,088;Baptist Medical Center De Kalb;150649;DEKALB;AL;Hospital
-9750647,457;4061316,864;Lakeland Community Hospital;149515;WINSTON;AL;Hospital
-9776598,028;3989667,041;Fayette Medical Center;137721;FAYETTE;AL;Hospital
-9571027,936;3738234,497;Beard Memorial Hospital;139818;PIKE;AL;Hospital
-9719585,333;4119212,854;Courtland Community Hospital;136749;LAWRENCE;AL;Hospital
-9682432,78;4137269,802;Athens - Limestone Hospital;137790;LIMESTONE;AL;Hospital
-9663274,042;3961188,958;University of Alabama Birmingham Highlands;140310;JEFFERSON;AL;Hospital
-9671745,659;3963135,231;Community Hospital;154336;JEFFERSON;AL;Hospital
-9716336,852;4007389,742;Walker County Hospital;153865;WALKER;AL;Hospital
-9500801,947;3678852,88;Headland Medical Clinic;147402;HENRY;AL;Hospital
-9743490,003;3922927,417;University of Alabama Capstone Medical Center;147941;TUSCALOOSA;AL;Hospital
-9715161,764;4006347,375;Peoples Hospital;142415;WALKER;AL;Hospital
-9609558,874;3809726,091;Fairview Hospital;142522;MONTGOMERY;AL;Hospital
-9608012,757;3812508,27;Professional Center Hospital;142808;MONTGOMERY;AL;Hospital
-9667795,906;3961688,788;Baptist Medical Center Princeton;143986;JEFFERSON;AL;Hospital
-9608631,193;3811409,968;Montgomery County Health Center;142706;MONTGOMERY;AL;Hospital
-9803938,479;3613056,005;Suburban Hospital;143845;MOBILE;AL;Hospital
-9716027,618;4006831,316;Walker County Health Clinic;142460;WALKER;AL;Hospital
-9604193,198;3814472,067;Griel Memorial Psychiatric Hospital;142579;MONTGOMERY;AL;Hospital
-9542004,884;3782570,131;Bullock County Hospital;154385;BULLOCK;AL;Hospital
-9603992,71;3806432,284;Crippled Childrens Clinic and Rehabilitation Center;142479;MONTGOMERY;AL;Hospital
-9686773,602;3821408,184;West Central Alabama Rehabilitation Center;157428;DALLAS;AL;Hospital
-9743733,815;3924298,821;Riverside Medical Center;148490;TUSCALOOSA;AL;Hospital
-9743795,664;3922303,096;West Alabama Crippled Childrens Clinic;148728;TUSCALOOSA;AL;Hospital
-9543045,244;4087786,862;DeKalb County Health Clinic;150676;DEKALB;AL;Hospital
-9719706,749;3929955,119;Brookwood Medical Clinic;148909;TUSCALOOSA;AL;Hospital
-9743579,203;3922561,77;Tuscaloosa County Health Center;148659;TUSCALOOSA;AL;Hospital
-10369309,41;5220749,444;Hardin County Health Care Center;463410;HARDIN;IA;Hospital
-9718964,426;3846459,241;Perry County Hospital;162685;PERRY;AL;Hospital
-9619517,092;3972224,564;Saint Clair Nursing Home;164842;ST, CLAIR;AL;Hospital
-9548086,203;4152233,928;North Jackson Hospital;154479;JACKSON;AL;Hospital
-9662870,655;3962673,09;University of Alabama at Birmingham Hospital;153815;JEFFERSON;AL;Hospital
-9681455,602;3977162,193;Longview General Hospital;151436;JEFFERSON;AL;Hospital
-9656195,316;3715681,608;Georgiana Hospital;158241;BUTLER;AL;Hospital
-10659861,68;6247568,295;Sheltering Oaks Manor;2108492;ROSEAU;MN;Hospital
-9347770,24;3610073,452;Archbold Medical Center;354385;THOMAS;GA;Hospital
-11656139,5;4926401,434;North Colorado Medical Center;180631;WELD;CO;Hospital
-9406549,214;4585383,658;University of Kentucky Health Care - Good Samaritan Hospital;492959;FAYETTE;KY;Hospital
-11794578,35;4828633,553;Mercy Hospital;184939;DENVER;CO;Hospital
-10136151,08;5076432,845;Muscatine General Hospital;465989;MUSCATINE;IA;Hospital
-8079485,72;5176818,433;Wesson Hospital;601017;HAMPDEN;MA;Hospital
-8100018,889;5118107,92;Corbin Hospital;206456;HARTFORD;CT;Hospital
-8010806,325;5225791,809;Rutland Heights Hospital;604299;WORCESTER;MA;Hospital
-9166903,02;3662007,777;Memorial Satilla Health;318023;WARE;GA;Hospital
-11665723,3;4706005,746;Cragmor Sanatorium;193349;EL PASO;CO;Hospital
-11647077,22;4615866,46;Saint Mary Hospital;193716;PUEBLO;CO;Hospital
-11646542,44;4612521,415;Saint Mary - Corwin Medical Center;193788;PUEBLO;CO;Hospital
-11631507,29;4463279,441;Mount San Rafael Hospital;194733;LAS ANIMAS;CO;Hospital
-11645422,21;4619293,252;Parkview Medical Center;193729;PUEBLO;CO;Hospital
-8104100,752;5118356,41;Farmington Hospital;207038;HARTFORD;CT;Hospital
-9028073,042;3766983,998;Mary Telfair Womens Hospital;323973;CHATHAM;GA;Hospital
-9180664,839;3229220,693;United States Air Force Hospital;2094875;HILLSBOROUGH;FL;Hospital
-10096690,32;4277989,716;Northeast Arkansas Surgery Center;64694;CRAIGHEAD;AR;Hospital
-10248859,22;3647970,324;Avoyelles Mental Health Clinic;545481;AVOYELLES;LA;Hospital
-9933729,761;4583005,317;Marshall Browning Hospital;404975;PERRY;IL;Hospital
-10520466,49;4446188,608;Freeman Hospital East;718210;NEWTON;MO;Hospital
-8083536,903;5094855,885;Silvermine Hall;210870;MIDDLESEX;CT;Hospital
-8413951,518;4804028,7;Governor Bacon Health Center;217648;NEW CASTLE;DE;Hospital
-8423423,035;4820675,674;Christiana Care Hospital Newark Site;217684;NEW CASTLE;DE;Hospital
-9505418,434;3916312,067;Randolph Medical Center;135805;RANDOLPH;AL;Hospital
-9387722,841;4002618,307;Emory Wesley Woods Geriatric Hospital;1687652;DEKALB;GA;Hospital
-9594229,289;3836041,261;Elmore Community Hospital;137190;ELMORE;AL;Hospital
-9534646,424;4050538,518;Cherokee Medical Center;136833;CHEROKEE;AL;Hospital
-9692958,124;3649250,321;D W McMillan Memorial Hospital;137028;ESCAMBIA;AL;Hospital
-9160242,594;3240504,435;Brandon Regional Hospital;2662499;HILLSBOROUGH;FL;Hospital
-11908514,75;5591423,213;Sheridan Memorial Hospital;2673173;SHERIDAN;WY;Hospital
-8384543,046;4668391,191;Stockley Center;217425;SUSSEX;DE;Hospital
-9739247,461;3636019,808;Atmore Health Center;133745;ESCAMBIA;AL;Hospital
-8172255,42;5032124,612;Notre Dame Nursing Home;209421;FAIRFIELD;CT;Hospital
-9356279,022;5148025,448;Promedica Bixby Hospital;621470;LENAWEE;MI;Hospital
-10154608,8;4198752,137;Woodruff County Hospital;84381;WOODRUFF;AR;Hospital
-13573390,2;4495335,974;Agnews Development Center;218014;SANTA CLARA;CA;Hospital
-9316674,377;5186446,77;Center for Forensic Psychiatry Hospital;2780849;WASHTENAW;MI;Hospital
-8764585,994;4814872,21;Western Maryland Health System;2780851;ALLEGANY;MD;Hospital
-9820062,748;4882961,008;Carle Foundation Hospital;405591;CHAMPAIGN;IL;Hospital
-13474042,1;4531769,495;Modesto State Hospital;234319;STANISLAUS;CA;Hospital
-7748491,062;5559820,515;Central Maine Sanatorium;563776;SOMERSET;ME;Hospital
-9387687,963;4002364,586;Wesley Woods Intermediate Care Facility;1687651;DEKALB;GA;Hospital
-12337110,12;3949391,844;Cobre Valley Regional Medical Center;39619;GILA;AZ;Hospital
-12392171,43;4059724,685;Payson Regional Medical Center;39685;GILA;AZ;Hospital
-13320999,44;4345963,963;Kings County General Hospital;244318;KINGS;CA;Hospital
-8929015,706;2973220,549;Bascom Palmer Eye Institute, Anne Bates Leach Eye Hospital;298085;MIAMI-DADE;FL;Hospital
-9164592,759;3506469,879;Lake Butler Hospital;298955;UNION;FL;Hospital
-9055878,662;3338892,09;West Lake Hospital;298959;SEMINOLE;FL;Hospital
-8915736,725;3073414,804;John F Kennedy Medical Center;298975;PALM BEACH;FL;Hospital
-12489217,45;4197513,703;Williams Health Care Center;38175;COCONINO;AZ;Hospital
-10880010,94;3543141,026;Austin State Hospital;1329865;TRAVIS;TX;Hospital
-11186018,6;3338223,518;Eagle Pass Pediatric Health Clinic;2718149;MAVERICK;TX;Hospital
-9074061,506;3199617,004;Walker Memorial Hospital;298556;HIGHLANDS;FL;Hospital
-9708447,788;3564958,118;Sacred Heart Hospital of Pensacola;298573;ESCAMBIA;FL;Hospital
-8938335,94;2967087,362;Miami Childrens Hospital;298590;MIAMI-DADE;FL;Hospital
-9184363,001;3232771,391;Shriners Hospital for Crippled Children;298623;PINELLAS;FL;Hospital
-9114353,915;3352436,769;Lake Community Hospital;298700;LAKE;FL;Hospital
-10170227,83;5053733,486;Colonial Manor;1982443;LOUISA;IA;Hospital
-9518566,595;3627972,658;Campbellton Graceville Hospital;298706;JACKSON;FL;Hospital
-9588806,878;3597218,392;Valley Springs Hospital;298815;WALTON;FL;Hospital
-9078053,581;5100781,757;University Hospitals Euclid Health Center;2780602;CUYAHOGA;OH;Hospital
-9316259,724;5099696,326;Arrowhead Behavioral Health;2780601;LUCAS;OH;Hospital
-8928219,579;4950063,672;HealthSouth Rehabilitation Hospital of Sewickley;2775170;ALLEGHENY;PA;Hospital
-8891282,159;4946285,93;HealthSouth Harmavile Rehabilitation Hospital;2775171;ALLEGHENY;PA;Hospital
-10528376,06;4733297,384;Doctors Hospital;716934;JACKSON;MO;Hospital
-10234469,76;4699791,906;Fulton State Hospital;755410;CALLAWAY;MO;Hospital
-9491503,786;4156647,772;Cornerstone Medical Center;315860;CATOOSA;GA;Hospital
-9603216,431;4852548,459;Indiana Orthopedic Hospital;2718862;MARION;IN;Hospital
-9478778,944;5023952,405;Select Specialty Hospital Fort Wayne;2718864;ALLEN;IN;Hospital
-7839124,141;5385163,036;Notre Dame Hospital;572525;YORK;ME;Hospital
-10290339,19;5468562,559;Olmsted Medical Center Hospital;648950;OLMSTED;MN;Hospital
-8929529,196;2972660,375;Cedars of Lebanon Hospital;280229;MIAMI-DADE;FL;Hospital
-10427228,1;3823935,877;Cornerstone Hospital - Bossier City;550877;BOSSIER;LA;Hospital
-9058043,328;3321733,743;Florida Sanitarium;282617;ORANGE;FL;Hospital
-13337018,1;4087399,57;Goleta Valley Hospital;276469;SANTA BARBARA;CA;Hospital
-9186303,544;4504959,976;Pikeville Medical Center Hospital;498088;PIKE;KY;Hospital
-8921210,698;3011688,915;Broward General Hospital;279458;BROWARD;FL;Hospital
-10755828,4;4984019,343;VA Nebraska - Western Iowa Health Care System - Lincoln;2781365;LANCASTER;NE;Hospital
-9010330,187;3092661,044;Hendry Hospital;283908;HENDRY;FL;Hospital
-9061908,66;3286464,643;Kissimmee Hospital;285146;OSCEOLA;FL;Hospital
-9199700,683;3219171,47;Mound Park Hospital;287195;PINELLAS;FL;Hospital
-9378037,222;3562842,191;Edwards Hospital;282110;LEON;FL;Hospital
-8921149,001;2975923,041;Mount Sinai Hospital;287319;MIAMI-DADE;FL;Hospital
-8958998,991;2935071,44;Smith Hospital;291252;MIAMI-DADE;FL;Hospital
-9093637,813;3543060,805;Saint Vincents Hospital;290409;DUVAL;FL;Hospital
-10071517,13;3665392,436;Southwest Mississippi Regional Medical Center;710001;PIKE;MS;Hospital
-10080239,18;4055120,396;Northwest Mississippi Regional Medical Center;710443;COAHOMA;MS;Hospital
-8109017,634;5079536,911;Skyview Hospital;210895;NEW HAVEN;CT;Hospital
-9175859,21;3245859,658;Lincoln Hospital;285545;HILLSBOROUGH;FL;Hospital
-8929374,528;2981591,638;North Shore Hospital;287865;MIAMI-DADE;FL;Hospital
-9201926,98;3218367,489;Johnnie Ruth Clarke Community Health Center at Historic Mercy Hospital;286720;PINELLAS;FL;Hospital
-8929374,532;2980045,445;Northwest Hospital;287891;MIAMI-DADE;FL;Hospital
-9215595,045;3231372,159;Lake Seminole Hospital;294423;PINELLAS;FL;Hospital
-9074247,06;3197279,314;Florida Alcoholism Treatment Center;298555;HIGHLANDS;FL;Hospital
-9235018,002;3570810,67;Hamilton County Memorial Hospital;298562;HAMILTON;FL;Hospital
-9713457,411;3628913,043;Century Memorial Hospital;298574;ESCAMBIA;FL;Hospital
-9087082,005;3540231,646;Jacksonville General Hospital;298576;DUVAL;FL;Hospital
-9080464,467;3545854,897;Nemours Childrens Hospital;298580;DUVAL;FL;Hospital
-9061168,254;3540554,157;Saint Johns River Hospital;298581;DUVAL;FL;Hospital
-9090576,411;3547945,261;Methodist Hospital;298583;DUVAL;FL;Hospital
-9090575,298;3547916,883;Gateway Plaza Hospital;298585;DUVAL;FL;Hospital
-9208544,597;3220079,981;White Cross Hospital;293202;PINELLAS;FL;Hospital
-9160243,208;3240468,481;Brandon Regional Hospital;298722;HILLSBOROUGH;FL;Hospital
-9081662,23;3536198,615;Saint Vincent's Hospital;294440;DUVAL;FL;Hospital
-9100224,161;2823412,215;Monroe General Hospital;287070;MONROE;FL;Hospital
-9260959,523;5238479,59;Beaumont Hospital - Royal Oak;620896;OAKLAND;MI;Hospital
-9710705,163;3560474,167;University Hospital;292686;ESCAMBIA;FL;Hospital
-10264903,64;3554503,751;Acadia - Saint Landry Hospital;544318;ACADIA;LA;Hospital
-10402114,75;3896671,547;Springhill Medical Center;544447;WEBSTER;LA;Hospital
-8928910,73;2971458,499;Victoria Hospital;292768;MIAMI-DADE;FL;Hospital
-8923375,307;3015132,592;Provident Hospital;289348;BROWARD;FL;Hospital
-9090451,306;3457959,168;Putnam Memorial Hospital;289388;PUTNAM;FL;Hospital
-9052155,561;3381133,833;West Volusia Memorial Hospital;293128;VOLUSIA;FL;Hospital
-9409038,479;4210898,682;Starr Regional Medical Center - Etowah;1327426;MCMINN;TN;Hospital
-8935280,925;2966205,797;A M I Kendall Regional Medical Center;298086;MIAMI-DADE;FL;Hospital
-8919293,598;2979701,816;Saint Francis Hospital;298210;MIAMI-DADE;FL;Hospital
-8921118,315;2893785,16;South Shore Hospital and Medical Center;298211;MIAMI-DADE;FL;Hospital
-8929127,175;2973175,489;Jackson Memorial Hospital;298216;MIAMI-DADE;FL;Hospital
-8928910,724;2973553,246;Highland Park General Hospital;298218;MIAMI-DADE;FL;Hospital
-8922956,102;3014322,888;West Broward Hospital;298106;BROWARD;FL;Hospital
-8933858,166;3025399,614;University Community Hospital;298107;BROWARD;FL;Hospital
-8937259,707;3020575,318;Sunrise Hospital;298108;BROWARD;FL;Hospital
-8927302,531;3015545,899;Saint Johns Nursing and Rehabilitation Hospital;298109;BROWARD;FL;Hospital
-9056164,932;3337412,964;Orlando Health South Seminole Hospital;298960;SEMINOLE;FL;Hospital
-8915273,425;3029329,084;North Beach Community Hospital;298169;BROWARD;FL;Hospital
-8918614,632;3022560,252;Manor Oaks Hospital;298171;BROWARD;FL;Hospital
-8932002,834;3016303,667;Doctors General Hospital;298181;BROWARD;FL;Hospital
-8918551,299;3018473,693;Coral Ridge Psychiatric Hospital;298182;BROWARD;FL;Hospital
-8925633,726;3001484,362;Memorial Regional Hospital;298170;BROWARD;FL;Hospital
-8976067,151;3260397,368;Brevard Mental Health Center and Hospital;298192;BREVARD;FL;Hospital
-8934445,742;3014374,988;Humana Hospital Bennett;298176;BROWARD;FL;Hospital
-9481864,553;3611310,47;Sunland Hospital Unit;298202;ALACHUA;FL;Hospital
-8930580,49;2987949,899;Harbor View Center;298205;MIAMI-DADE;FL;Hospital
-8927012,662;2977261,673;Douglas Gardens Hospital;298207;MIAMI-DADE;FL;Hospital
-8944829,418;2953240,1;Coral Reef Hospital;298208;MIAMI-DADE;FL;Hospital
-9166533,396;3457321,358;University of Florida Health Shands Hospital;298199;ALACHUA;FL;Hospital
-9215997,05;3235639,765;Pinellas County Hospital;301468;PINELLAS;FL;Hospital
-8926993,499;2970222,377;Miami General Hospital;298591;MIAMI-DADE;FL;Hospital
-8923932,043;2985853,051;North Miami General Hospital;298593;MIAMI-DADE;FL;Hospital
-8937723,822;2968368,481;University of Miami Hospital and Clinics;298598;MIAMI-DADE;FL;Hospital
-8940816,099;2967819,222;Westchester General Hospital;298599;MIAMI-DADE;FL;Hospital
-9110831,513;3238727,76;Bartow Regional Medical Center;298621;POLK;FL;Hospital
-9075612,178;3318466,618;Health Central Hospital;298671;ORANGE;FL;Hospital
-9111942,338;3078955,632;Fort Myers Community Hospital;298697;LEE;FL;Hospital
-9175859,211;3246314,825;Centro Espanol Memorial Hospital;298723;HILLSBOROUGH;FL;Hospital
-9213925,236;3250446,871;Mease Hospital and Clinic;298624;PINELLAS;FL;Hospital
-9199700,684;3219765,519;Humana Hospital Sun Bay;298626;PINELLAS;FL;Hospital
-9203751,57;3217913,525;Horizon Hospital;298629;PINELLAS;FL;Hospital
-9200813,915;3222526,459;Harborside Hospital;298630;PINELLAS;FL;Hospital
-10839801,94;5077874,052;Columbus Manor;1880895;PLATTE;NE;Hospital
-9209441,382;3229763,452;Metropolitan General Hospital;298635;PINELLAS;FL;Hospital
-9200566,528;3221093,489;Saint Anthonys Hospital;298636;PINELLAS;FL;Hospital
-9214327,218;3243478,876;Clearwater Community Hospital;298641;PINELLAS;FL;Hospital
-9215749,664;3235080,002;Medfield Center;298643;PINELLAS;FL;Hospital
-8913325,152;3059076,942;Delray Community Hospital;298650;PALM BEACH;FL;Hospital
-9062434,34;3285973,012;Humana Hospital Kissimmee;298655;OSCEOLA;FL;Hospital
-9021894,011;3403461,781;Humana Hospital Daytona Beach;298951;VOLUSIA;FL;Hospital
-9238511,772;3541840,869;Suwannee County Hospital;298957;SUWANNEE;FL;Hospital
-8913232,346;3076879,308;Saint Marys Hospital;298972;PALM BEACH;FL;Hospital
-8911438,789;3086152,272;Humana Hospital Palm Beaches;298976;PALM BEACH;FL;Hospital
-8913603,418;3077156,02;Doctors Hospital of Lake Worth;298977;PALM BEACH;FL;Hospital
-8915891,989;3000846,665;The Hospital;298979;PALM BEACH;FL;Hospital
-9063516,664;3318459,634;Brookwood Community Hospital;298673;ORANGE;FL;Hospital
-9642612,688;3555776,734;HSA Gulf Coast Hospital;298679;OKALOOSA;FL;Hospital
